applicant_id,application_date,decision_date,visa_status,nationality,processing_center,job_title,job_info_education,education_level,naics_title,annual_income_usd,processing_time_days
A-15268-21754,25-09-2015,12-02-2016,Certified-Expired,ITALY,NY,Engagement Manager,Master's,Master's,,150000,140
A-14232-00087,21-11-2014,07-05-2015,Certified,MEXICO,CALIFORNIA,Software Engineer,Bachelor's,Bachelor's,Semiconductor and Other Electronic Component Manufacturing,"1,07,765.00",167
A-16307-67723,28-11-2016,28-11-2016,Withdrawn,INDIA,CA,Visual Effects Artist,Master's,Master's,,"75,004.00",0
A-16217-39045,16-08-2016,10-11-2016,Certified,INDIA,CA,"Lead Analyst, Oracle",Master's,Master's,,"1,20,349.00",86
A-16007-58618,23-01-2016,26-10-2016,Denied,INDIA,CA,CAD/CAM Engineer,Bachelor's,Other,,"87,422.00",277
A-16081-87321,26-09-2016,23-11-2016,Certified,PHILIPPINES,GU,Carpenter,,,,14.2,58
A-15299-32574,26-10-2015,15-03-2016,Certified-Expired,SOUTH KOREA,TX,Combined food preparation and serving worker,,,,8.1,141
A-16266-55093,14-10-2016,07-12-2016,Certified,INDIA,NJ,Computer Systems Analyst,Bachelor's,Bachelor's,,"86,070.00",54
A-14087-56452,28-03-2014,22-07-2015,Denied,CHINA,MISSISSIPPI,Catfish Processor,,,Fresh and Frozen Seafood Processing,"16,973.00",481
A-14174-80885,27-06-2014,24-11-2014,Certified-Expired,INDIA,OHIO,Senior Programmer Analyst,Bachelor's,Bachelor's,Computer Systems Design Services,"93,891.20",150
A-14133-69067,16-05-2014,27-10-2014,Certified-Expired,INDIA,NEW JERSEY,SENIOR TECHNICAL RECRUITER,Bachelor's,Master's,Computer Systems Design and Related Services,"54,558.00",164
A-12185-79183,03-07-2012,03-09-2015,Denied,CHINA,NEW YORK,Cook: Specialty: Sushi and Japanese,,,Full-Service Restaurants,16.16,1157
A-14141-71428,06-04-2015,03-11-2015,Certified-Expired,INDIA,MI,Database Administrator,Master's,Master's,,86216,211
A-15127-74168,01-06-2015,04-12-2015,Certified-Expired,POLAND,WA,Network Development Engineer III,Master's,Bachelor's,,98700,186
A-14100-59755,14-05-2014,06-10-2014,Certified-Expired,CHINA,CALIFORNIA,Senior Hardware Engineer/Statistical Design,Master's,Master's,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"1,04,312.00",145
A-14029-37028,29-01-2014,06-07-2015,Denied,SOUTH KOREA,HAWAII,Sales Representative,High School,High School,Tour Operators,"36,000.00",523
A-15014-42214,30-01-2015,14-08-2015,Certified,INDIA,VIRGINIA,Programmer Analyst,Master's,Master's,Custom Computer Programming Services,"1,11,000.00",196
A-15170-88819,02-07-2015,06-01-2016,Certified-Expired,CZECH REPUBLIC,TX,Senior Solution Engineer,Bachelor's,,,97254,188
A-15126-73715,23-06-2015,08-12-2015,Certified-Expired,INDIA,CA,Analog Engineer,Master's,Master's,,79262,168
A-15168-87861,19-06-2015,31-12-2015,Certified-Expired,INDIA,TX,Computer Systems Analyst - IV,Master's,Master's,,76378,195
A-16196-32723,19-07-2016,15-08-2016,Withdrawn,MEXICO,VA,Lecturer of Spanish,Master's,Master's,,39000,27
A-16147-14841,26-05-2016,03-08-2016,Certified,INDIA,MI,Software Developer,Master's,Master's,,66000,69
A-16006-57942,07-01-2016,17-05-2016,Denied,INDIA,WA,software engineer,Bachelor's,Master's,,128773,131
A-16225-41675,16-08-2016,02-11-2016,Certified,GEORGIA,PA,Tax Senior (Business Tax Services),Bachelor's,Bachelor's,,"62,000.00",78
A-14217-95488,05-08-2014,08-01-2015,Certified-Expired,INDIA,GEORGIA,Senior Software Engineer,Bachelor's,Bachelor's,Computer Systems Design and Related Services,"1,02,400.00",156
A-15328-43278,21-01-2016,20-09-2016,Certified,INDIA,VA,Database Administrator,Master's,Bachelor's,,91333,243
A-15216-05309,04-08-2015,05-02-2016,Certified-Expired,INDIA,CA,software engineer,Bachelor's,Bachelor's,,126630,185
A-14099-59338,29-04-2014,03-08-2015,Certified,PHILIPPINES,MARYLAND,Special Education Teacher,Bachelor's,Master's,Elementary and Secondary Schools,"47,475.00",461
A-15065-56782,24-03-2015,15-06-2016,Certified,INDIA,VA,Application Development Engineer,Bachelor's,Bachelor's,,160000,449
A-08350-14042,15-12-2008,19-01-2016,Denied,LEBANON,NC,Senior Consultant,Master's,Master's,,110000,2591
A-16140-12095,15-07-2016,12-10-2016,Certified,INDIA,MD,Solutions Consultant,Bachelor's,Bachelor's,,"1,36,635.00",89
A-16159-19080,24-06-2016,23-09-2016,Certified,CANADA,CA,Product and Engagement Lead,Bachelor's,Bachelor's,,123198,91
A-14176-82259,01-07-2014,13-10-2015,Certified-Expired,INDIA,CA,Senior Systems Analyst,Master's,Master's,,112154,469
A-13052-42225,28-02-2013,26-10-2016,Certified,PHILIPPINES,VI,School Librarian,Master's,Master's,,"34,240.00",1336
A-15345-49549,05-01-2016,12-05-2016,Certified,INDIA,CA,Firmware Engineer,Master's,Master's,,82098,128
A-16244-48345,06-09-2016,30-11-2016,Certified,NEPAL,MI,Active Safety Feature Integration and Performance Engineer,Master's,Master's,,"87,996.86",85
A-14197-89054,05-09-2014,28-01-2015,Certified-Expired,CHINA,CALIFORNIA,Software Engineer,Master's,Master's,Web Search Portals,"1,25,000.00",145
A-15245-13996,03-09-2015,19-02-2016,Certified-Expired,INDIA,NJ,Computer Programmer,Bachelor's,Bachelor's,,77210,169
A-15342-47976,09-12-2015,27-04-2016,Certified,INDIA,UT,Java Data Science Engineer,Master's,Master's,,112000,140
A-14316-24820,12-11-2014,07-05-2015,Certified,INDIA,NEW JERSEY,Jr. Analyst,Bachelor's,Bachelor's,Custom Computer Programming Services,"81,000.00",176
A-14203-91218,04-08-2014,26-02-2015,Certified-Expired,UNITED STATES OF AMERICA,CALIFORNIA,Operations Manager,High School,High School,Food (Health) Supplement Stores,"1,30,062.00",206
A-15301-33539,24-11-2015,08-04-2016,Certified,CHINA,IL,Equity Research Associate,Master's,Master's,,125000,136
A-16117-02024,26-04-2016,12-07-2016,Certified,INDIA,WA,Senior Statistical Programmer I,Bachelor's,Master's,,90000,77
A-15194-97357,17-07-2015,19-01-2016,Certified-Expired,CHINA,WA,Software Engineer – Cloud and Enterprise or Other,Master's,Master's,,111996,186
A-14177-82380,13-08-2014,05-01-2015,Certified-Expired,ARMENIA,CALIFORNIA,Software Engineer,Bachelor's,Bachelor's,Electronic Computer Manufacturing,"1,21,186.00",145
A-13337-20786,03-12-2013,03-06-2015,Certified,INDIA,TEXAS,NAS Storage Engineer II,Master's,Master's,"Data Processing, Hosting, and Related Services","77,688.00",547
A-15230-09469,18-08-2015,28-01-2016,Certified-Expired,INDIA,GA,Software Engineer,Master's,Master's,,111400,163
A-16239-46917,14-09-2016,21-09-2016,Withdrawn,INDIA,MN,Quality Assurance Manager,Bachelor's,Master's,,146016,7
A-15091-63289,20-04-2015,06-11-2015,Certified-Expired,INDIA,VA,Salesforce Developer,Master's,Master's,,107702,200
A-14172-80737,01-10-2014,26-02-2015,Certified-Expired,INDIA,CALIFORNIA,Vice President of Engineering,Master's,Master's,Custom Computer Programming Services,"1,61,000.00",148
A-15019-43476,23-01-2015,20-08-2015,Certified,INDIA,ILLINOIS,Software Engineer,Master's,Master's,Computer Systems Design and Related Services,"84,910.00",209
A-14301-19898,04-12-2014,11-06-2015,Certified,COLOMBIA,FLORIDA,PRODUCT DESIGN SPECIALIST,Bachelor's,Bachelor's,Industrial Design Services,"46,218.00",189
A-15182-93957,26-06-2015,02-07-2015,Denied,CHINA,PUERTO RICO,CHINESE COOK,,,,10,6
A-15289-29605,16-10-2015,11-03-2016,Certified-Expired,CHINA,TX,Combined food preparation and serving worker,,,,8.1,147
A-15321-40664,20-11-2015,14-06-2016,Certified,PHILIPPINES,KY,Caregiver,,Bachelor's,,19198,207
A-16245-48860,03-09-2016,01-12-2016,Certified,TURKEY,FL,Software Developer,Bachelor's,Bachelor's,,"57,907.00",89
A-14260-07904,21-10-2014,12-03-2015,Certified-Expired,INDIA,MICHIGAN,Sr. Software Engineer,Bachelor's,Bachelor's,Motor Vehicle Manufacturing,"87,152.00",142
A-16263-54025,20-09-2016,29-12-2016,Certified,INDIA,CA,Software Engineer,Master's,Master's,,"1,40,000.00",100
A-16168-22821,28-06-2016,23-08-2016,Certified,CHINA,CA,Data Scientist - Advanced Analytics,Master's,Master's,,115000,56
A-15321-40190,21-01-2016,06-05-2016,Certified,INDIA,NC,Consultant (QA Engineer),Bachelor's,Bachelor's,,98384,106
A-16209-36422,06-09-2016,14-11-2016,Certified,FINLAND,NY,Design Director,Bachelor's,Bachelor's,,"1,41,983.00",69
A-16180-27205,16-08-2016,31-10-2016,Certified,INDIA,RI,"Advisor, Application Development",Bachelor's,Bachelor's,,"1,06,891.00",76
A-16034-68463,10-03-2016,21-06-2016,Certified,CHINA,NJ,Associate-Research,Master's,Master's,,153546,103
A-14267-10074,24-09-2014,23-05-2016,Denied,JAPAN,CA,Computer Systems Administrator,Master's,Master's,,68307,607
A-14153-74145,17-06-2014,04-11-2014,Certified-Expired,INDIA,WASHINGTON,Technical Program Manager,Master's,Master's,Electronic Shopping,"89,700.00",140
A-15124-72940,19-05-2015,19-11-2015,Certified-Expired,INDIA,AR,Sr. Manager I - GIP,Bachelor's,Master's,,151840,184
A-14265-09187,16-10-2014,11-12-2015,Certified-Expired,INDIA,IL,Performance Engineer,Bachelor's,Bachelor's,,96900,421
A-15026-45374,26-01-2015,19-08-2015,Certified,INDIA,PENNSYLVANIA,Statistical Analyst,Master's,Master's,Human Resources and Executive Search Consulting Services,"75,000.00",205
A-12256-98438,14-09-2012,15-01-2015,Withdrawn,INDIA,MISSOURI,Sr. Software Engineer,Master's,Bachelor's,Computer Systems Design Services,"88,000.00",853
A-15192-97155,31-07-2015,15-01-2016,Certified-Expired,INDIA,VA,Microstrategy Developer,Master's,Master's,,125757,168
A-13017-31859,12-04-2013,06-11-2014,Certified-Expired,CANADA,MICHIGAN,Senior Technical Analyst,Bachelor's,Master's,Advertising Agencies,"88,504.00",573
A-14007-30493,16-01-2014,26-06-2015,Certified,CHILE,FLORIDA,Aircraft Maintenance Engineer,Bachelor's,,Other Support Activities for Air Transportation,"49,920.00",526
A-16243-47767,30-08-2016,28-10-2016,Certified,GREECE,PA,Public Relations Specialist,Bachelor's,Bachelor's,,"36,150.00",59
A-15365-56141,30-03-2016,15-06-2016,Certified,INDIA,WA,Software Engineer,Master's,Master's,,103400,77
A-14238-01690,03-09-2014,29-01-2015,Certified-Expired,TAIWAN,CALIFORNIA,Software Engineer,Master's,Master's,Electronic Computer Manufacturing,"98,927.00",148
A-10061-88533,02-03-2010,31-08-2015,Certified,INDIA,CALIFORNIA,computer and information systems manager,Master's,Master's,Custom Computer Programming Services,"88,858.00",2008
A-16096-93211,06-04-2016,18-07-2016,Certified,CHINA,OR,Cook,,,,25600,103
A-14212-94495,31-07-2014,29-12-2014,Certified-Expired,INDIA,CALIFORNIA,Lead ASIC Physical Design Engineer,Master's,Master's,Engineering Services,"1,05,394.00",151
A-14311-23582,07-11-2014,13-01-2016,Certified-Expired,INDIA,NJ,Senior Computer Consultant - Application Development (Multiple Openings),Bachelor's,Master's,,105518,432
A-16253-51378,21-09-2016,02-12-2016,Certified,CHINA,NY,Project Engineer,Master's,Master's,,"80,000.00",72
A-14055-44413,19-03-2014,14-10-2014,Withdrawn,MEXICO,NEW YORK,Baker,,,Retail Bakeries,"31,741.00",209
A-15307-35603,20-11-2015,26-05-2016,Certified,CHINA,CA,Statistical Analyst (Logistics),Master's,Master's,,53186,188
A-14259-07369,17-10-2014,09-03-2015,Certified-Expired,INDIA,WASHINGTON,Systems Administrator,Master's,Bachelor's,Electronic Shopping,"97,219.00",143
A-16267-55893,28-09-2016,05-12-2016,Certified,SOUTH KOREA,VA,Sales Associate,,,,"22,090.00",68
A-16264-54209,23-09-2016,21-11-2016,Withdrawn,INDIA,CA,Information Systems Architect,Master's,Bachelor's,,"90,792.00",59
A-14024-35467,06-08-2014,23-01-2015,Certified-Expired,UNITED KINGDOM,TEXAS,"Director, Marine Operations",Bachelor's,,Natural Gas Distribution,"2,17,000.00",170
A-15173-89769,22-06-2015,15-07-2016,Certified,CANADA,NC,Assistant Professor of Program Evaluation,Doctorate,Doctorate,,68000,389
A-15296-31627,24-02-2016,25-05-2016,Certified,INDIA,MD,Software Developer,Master's,Master's,,108160,91
A-16095-92720,12-04-2016,18-07-2016,Certified,INDIA,TX,Molecular Biology Researcher,Master's,Master's,,53643,97
A-15287-28666,14-10-2015,21-03-2016,Certified-Expired,SOUTH KOREA,GA,Poultry Line Worker,,,,19718,159
A-15131-75113,02-10-2015,08-03-2016,Certified-Expired,INDIA,CA,Senior Hardware Engineer/Characterization,Master's,Master's,,112362,158
A-16109-98576,09-05-2016,01-08-2016,Certified,INDIA,NJ,Web Developer/ Clarity Administrator,Bachelor's,Bachelor's,,94282,84
A-15308-35829,10-11-2015,11-04-2016,Certified,TURKEY,CA,Curriculum Specialist,Master's,Master's,,100838.4,153
A-15299-32253,26-10-2015,18-03-2016,Certified-Expired,SOUTH KOREA,WI,General Labor,,,,25240,144
A-15317-39129,16-03-2016,27-10-2016,Certified,INDIA,TX,Security Analyst,Master's,Master's,,"77,605.00",225
A-16041-71437,10-02-2016,07-06-2016,Certified,SOUTH KOREA,TX,PREP COOK,,,,16744,118
A-14329-28581,25-11-2014,02-06-2015,Certified,MEXICO,TEXAS,Sr. Electrical Engineer,Bachelor's,Bachelor's,"Research and Development in the Physical, Engineering, and Life Sciences","1,19,060.00",189
A-15103-66382,22-04-2015,15-10-2015,Certified-Expired,INDIA,TX,Computer Systems Analyst - V,Bachelor's,Bachelor's,,76378,176
A-14225-97687,13-08-2014,21-01-2015,Certified-Expired,CANADA,ILLINOIS,Operations Manager,Bachelor's,Other,Metal Service Centers and Other Metal Merchant Wholesalers,"1,41,066.00",161
A-14293-17471,27-10-2014,20-03-2015,Certified-Expired,INDIA,MARYLAND,Technical Support Analyst,Bachelor's,Master's,Business Associations,"1,22,886.00",144
A-13268-00224,25-09-2013,25-03-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - V,Bachelor's,Bachelor's,Computer Systems Design Services,"72,467.00",546
A-16188-29689,19-09-2016,16-11-2016,Certified,INDIA,MA,Software Quality Assurance Engineer / Tester (II),Master's,Master's,,"89,500.00",58
A-16286-61054,27-10-2016,09-12-2016,Certified,UNITED KINGDOM,CA,Technical Solutions Consultant,Bachelor's,,,"1,00,000.00",43
A-15162-85635,24-06-2015,18-12-2015,Certified-Expired,INDIA,MI,Sr. Systems Analyst,Master's,Master's,,72800,177
A-16012-60363,17-02-2016,31-05-2016,Certified,SOUTH KOREA,CA,Marketing Manager,Bachelor's,Bachelor's,,81078,104
A-15107-68090,01-06-2015,24-12-2015,Certified-Expired,INDIA,OH,Psychiatrist,Other,Other,,187199,206
A-15133-75877,13-05-2015,01-12-2015,Certified-Expired,INDIA,NJ,IT Systems Analyst,Master's,Master's,,93101,202
A-14293-17326,30-10-2014,22-04-2015,Certified,MEXICO,TEXAS,BILINGUAL TEACHER,Bachelor's,Bachelor's,Elementary and Secondary Schools,"48,854.00",174
A-15272-23045,19-10-2015,16-03-2016,Certified-Expired,CHINA,NY,Quantitative Research Analyst,Doctorate,Doctorate,,130000,149
A-16267-55633,23-09-2016,05-12-2016,Certified,CHINA,CT,Software Engineer,Master's,Master's,,"1,40,000.00",73
A-14175-81519,14-07-2014,30-09-2015,Certified,INDIA,INDIANA,Product Sub-System  - Technical Specialist,Bachelor's,Bachelor's,"Engine, Turbine, and Power Transmission Equipment Manufacturing","80,000.00",443
A-16077-86028,06-04-2016,05-07-2016,Certified,SPAIN,CA,Software Engineer,Master's,Master's,,138362,90
A-15009-40751,30-01-2015,13-08-2015,Certified,CHINA,CALIFORNIA,Software Engineer,Master's,Master's,Computer Systems Design Services,"1,09,762.00",195
A-15180-92331,30-06-2015,22-12-2015,Withdrawn,CANADA,CA,Software Engineer,Master's,Master's,,149000,175
A-14139-70381,20-08-2014,02-01-2015,Certified-Expired,INDIA,CALIFORNIA,Software Engineer 3,Master's,Master's,Electronic Auctions,"1,20,000.00",135
A-14275-12644,02-10-2014,02-03-2015,Certified-Expired,INDIA,NEW JERSEY,Sr. Systems Analyst,Master's,Bachelor's,Custom Computer Programming Services,"91,166.00",151
A-13295-03954,22-10-2013,25-03-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - IV,Master's,Master's,Computer Systems Design Services,"72,467.00",519
A-15247-14887,08-09-2015,22-02-2016,Certified-Expired,FRANCE,NY,Entertainment Tour Coordinator,Bachelor's,Master's,,49878,167
A-15224-08003,18-08-2015,08-02-2016,Certified-Expired,SOUTH KOREA,CA,Hardware Developer,Master's,Master's,,114000,174
A-13249-94565,10-12-2013,06-10-2014,Certified-Expired,INDIA,CALIFORNIA,Database Report Writer,Master's,Master's,General Medical and Surgical Hospitals,"72,633.60",300
A-16127-06554,18-05-2016,23-08-2016,Certified,INDIA,CT,Information Engineer-Business Insurance-Business Intelligence,Master's,Master's,,103272,97
A-15152-81454,09-06-2015,09-12-2015,Certified-Expired,MEXICO,TX,In House Architect,Bachelor's,Bachelor's,,65000,183
A-13353-26642,19-12-2013,03-06-2015,Certified,INDIA,NEW JERSEY,software engineer,Master's,Master's,Custom Computer Programming Services,"90,459.00",531
A-15300-32729,10-12-2015,06-12-2016,Denied,FRANCE,CA,Capacity Engineer,Bachelor's,Bachelor's,,"80,000.00",362
A-15112-69572,26-05-2015,04-12-2015,Certified-Expired,PAKISTAN,CA,Staff Systems Engineer/Advanced Wireless Communication,Doctorate,Doctorate,,122429,192
A-15081-60707,27-04-2015,14-10-2015,Certified-Expired,CHINA,CA,Principal Engineer,Master's,Doctorate,,100345,170
A-15141-78921,11-06-2015,22-12-2015,Certified-Expired,INDIA,PA,AMS Associate 7,Bachelor's,Master's,,103887,194
A-15247-15006,15-09-2015,29-02-2016,Certified-Expired,INDIA,MO,Senior Software Engineer,Master's,Master's,,93517,167
A-14213-94708,01-08-2014,31-12-2014,Certified-Expired,INDIA,MASSACHUSETTS,Team Lead,Master's,Master's,Computer Systems Design Services,"1,04,728.00",152
A-14150-73838,04-06-2014,10-11-2014,Certified-Expired,INDIA,CALIFORNIA,Engineer Sr. Staff - Test,Bachelor's,Bachelor's,Semiconductor and Other Electronic Component Manufacturing,"1,39,838.00",159
A-16138-10881,08-07-2016,30-09-2016,Certified,INDIA,CO,"Applications Engineer II, Specialist",Bachelor's,Bachelor's,,114240,84
A-15218-06210,14-08-2015,11-02-2016,Certified-Expired,CHINA,CA,Senior Engineer,Doctorate,Doctorate,,120000,181
A-13233-90392,05-12-2013,11-06-2015,Certified,INDIA,NEW YORK,Information Systems Analyst-3,Master's,Master's,Custom Computer Programming Services,"94,900.00",553
A-14346-34080,08-01-2015,04-08-2015,Certified,CHINA,CALIFORNIA,Sr. Business Intelligence Specialist,Master's,Master's,Custom Computer Programming Services,"84,000.00",208
A-15301-33442,23-11-2015,28-03-2016,Certified-Expired,INDIA,CA,Senior Software Engineer,Master's,Bachelor's,,133120,126
A-14260-07925,25-09-2014,17-02-2015,Certified-Expired,PAKISTAN,CALIFORNIA,Mechanical Engineer (Grade 4),Master's,Master's,Engineering Services,"76,066.00",145
A-14099-59063,14-04-2014,28-07-2015,Certified,PHILIPPINES,NEW YORK,LIVE OUT COOK,,,Private Households,16.38,470
A-14274-11897,01-10-2014,24-02-2015,Certified-Expired,AZERBAIJAN,TEXAS,Geophysicist,Master's,Master's,Oil and Gas Extraction,"1,19,800.00",146
A-14190-86645,16-11-2014,21-04-2015,Certified,ARGENTINA,CALIFORNIA,Software Engineer,Bachelor's,Bachelor's,Semiconductor and Other Electronic Component Manufacturing,"1,14,754.00",156
A-16022-64338,20-04-2016,07-07-2016,Certified,UKRAINE,WA,Software Engineer II,Bachelor's,Master's,,130950,78
A-14182-84185,11-07-2014,24-09-2015,Certified,CANADA,PENNSYLVANIA,"Senior Regional Manager, Special Hazards Sales",Bachelor's,Bachelor's,Fire Protection,"1,44,248.00",440
A-15200-99672,22-07-2015,15-01-2016,Certified-Expired,CHINA,WA,Senior Designer - Applications and Services Engr Grp or Other,Bachelor's,Master's,,131670,177
A-14272-11168,12-02-2015,28-08-2015,Certified,MEXICO,NEW YORK,Regional Field Service Manager,Bachelor's,Bachelor's,Engineering Services,"1,27,878.00",197
A-16043-72538,12-02-2016,09-06-2016,Certified,INDIA,GA,Software Engineer,Master's,Master's,,94000,118
