application_date,visa_status,nationality,processing_center,job_title,job_info_education,naics_title,annual_income_usd,processing_time_days,application_date_year,application_date_month,application_date_day,application_date_dayofweek,annual_income_usd_to_processing_time_days_ratio,visa_status_frequency,nationality_frequency
2014-05-14,Certified-Expired,CHINA,CALIFORNIA,Senior Hardware Engineer/Statistical Design,Master's,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,104312.0,145,2014,5,14,2,714.4657534246576,3341,750
2015-01-30,Certified,INDIA,VIRGINIA,Programmer Analyst,Master's,Custom Computer Programming Services,111000.0,196,2015,1,30,4,563.4517766497462,4398,4703
2015-07-02,Certified-Expired,CZECH REPUBLIC,TX,Senior Solution Engineer,Bachelor's,Custom Computer Programming Services,97254.0,188,2015,7,2,3,514.5714285714286,3341,4
2015-06-23,Certified-Expired,INDIA,CA,Analog Engineer,Master's,Custom Computer Programming Services,79262.0,168,2015,6,23,1,469.0059171597633,3341,4703
2015-06-19,Certified-Expired,INDIA,TX,Computer Systems Analyst - IV,Master's,Custom Computer Programming Services,76378.0,195,2015,6,19,4,389.68367346938777,3341,4703
2016-07-19,Withdrawn,MEXICO,VA,Lecturer of Spanish,Master's,Custom Computer Programming Services,39000.0,27,2016,7,19,1,1392.857142857143,361,173
2016-05-26,Certified,INDIA,MI,Software Developer,Master's,Custom Computer Programming Services,66000.0,69,2016,5,26,3,942.8571428571428,4398,4703
2016-01-07,Denied,INDIA,WA,software engineer,Bachelor's,Custom Computer Programming Services,128773.0,131,2016,1,7,3,975.5530303030304,225,4703
2016-08-16,Certified,GEORGIA,PA,Tax Senior (Business Tax Services),Bachelor's,Custom Computer Programming Services,62000.0,78,2016,8,16,1,784.8101265822785,4398,3
2014-08-05,Certified-Expired,INDIA,GEORGIA,Senior Software Engineer,Bachelor's,Computer Systems Design and Related Services,102400.0,156,2014,8,5,1,652.2292993630573,3341,4703
2016-01-21,Certified,INDIA,VA,Database Administrator,Master's,Custom Computer Programming Services,91333.0,243,2016,1,21,3,374.3155737704918,4398,4703
2015-08-04,Certified-Expired,INDIA,CA,software engineer,Bachelor's,Custom Computer Programming Services,126630.0,185,2015,8,4,1,680.8064516129032,3341,4703
2016-07-15,Certified,INDIA,MD,Solutions Consultant,Bachelor's,Custom Computer Programming Services,136635.0,89,2016,7,15,4,1518.1666666666667,4398,4703
2016-06-24,Certified,CANADA,CA,Product and Engagement Lead,Bachelor's,Custom Computer Programming Services,123198.0,91,2016,6,24,4,1339.108695652174,4398,280
2016-01-05,Certified,INDIA,CA,Firmware Engineer,Master's,Custom Computer Programming Services,82098.0,128,2016,1,5,1,636.4186046511628,4398,4703
2016-09-06,Certified,NEPAL,MI,Active Safety Feature Integration and Performance Engineer,Master's,Custom Computer Programming Services,87996.86,85,2016,9,6,1,1023.2193023255816,4398,61
2014-09-05,Certified-Expired,CHINA,CALIFORNIA,Software Engineer,Master's,Web Search Portals,125000.0,145,2014,9,5,4,856.1643835616438,3341,750
2015-09-03,Certified-Expired,INDIA,NJ,Computer Programmer,Bachelor's,Custom Computer Programming Services,77210.0,169,2015,9,3,3,454.1764705882353,3341,4703
2015-12-09,Certified,INDIA,UT,Java Data Science Engineer,Master's,Custom Computer Programming Services,112000.0,140,2015,12,9,2,794.3262411347517,4398,4703
2014-11-12,Certified,INDIA,NEW JERSEY,Jr. Analyst,Bachelor's,Custom Computer Programming Services,81000.0,176,2014,11,12,2,457.6271186440678,4398,4703
2014-08-04,Certified-Expired,UNITED STATES OF AMERICA,CALIFORNIA,Operations Manager,High School,Food (Health) Supplement Stores,130062.0,206,2014,8,4,0,628.3188405797101,3341,8
2015-11-24,Certified,CHINA,IL,Equity Research Associate,Master's,Custom Computer Programming Services,125000.0,136,2015,11,24,1,912.4087591240876,4398,750
2016-04-26,Certified,INDIA,WA,Senior Statistical Programmer I,Bachelor's,Custom Computer Programming Services,90000.0,77,2016,4,26,1,1153.8461538461538,4398,4703
2015-07-17,Certified-Expired,CHINA,WA,Software Engineer – Cloud and Enterprise or Other,Master's,Custom Computer Programming Services,111996.0,186,2015,7,17,4,598.9090909090909,3341,750
2014-08-13,Certified-Expired,ARMENIA,CALIFORNIA,Software Engineer,Bachelor's,Electronic Computer Manufacturing,121186.0,145,2014,8,13,2,830.0410958904109,3341,4
2015-08-18,Certified-Expired,INDIA,GA,Software Engineer,Master's,Custom Computer Programming Services,111400.0,163,2015,8,18,1,679.2682926829268,3341,4703
2016-09-14,Withdrawn,INDIA,MN,Quality Assurance Manager,Bachelor's,Custom Computer Programming Services,146016.0,7,2016,9,14,2,18252.0,361,4703
2015-04-20,Certified-Expired,INDIA,VA,Salesforce Developer,Master's,Custom Computer Programming Services,107702.0,200,2015,4,20,0,535.8308457711443,3341,4703
2014-10-01,Certified-Expired,INDIA,CALIFORNIA,Vice President of Engineering,Master's,Custom Computer Programming Services,161000.0,148,2014,10,1,2,1080.5369127516778,3341,4703
2015-01-23,Certified,INDIA,ILLINOIS,Software Engineer,Master's,Computer Systems Design and Related Services,84910.0,209,2015,1,23,4,404.3333333333333,4398,4703
2014-12-04,Certified,COLOMBIA,FLORIDA,PRODUCT DESIGN SPECIALIST,Bachelor's,Industrial Design Services,46218.0,189,2014,12,4,3,243.25263157894736,4398,49
2015-06-26,Denied,CHINA,PUERTO RICO,CHINESE COOK,Master's,Custom Computer Programming Services,93101.0,6,2015,6,26,4,13300.142857142857,225,750
2015-10-16,Certified-Expired,CHINA,TX,Combined food preparation and serving worker,Master's,Custom Computer Programming Services,93101.0,147,2015,10,16,4,629.0608108108108,3341,750
2015-11-20,Certified,PHILIPPINES,KY,Caregiver,Bachelor's,Custom Computer Programming Services,19198.0,207,2015,11,20,4,92.29807692307692,4398,118
2016-09-03,Certified,TURKEY,FL,Software Developer,Bachelor's,Custom Computer Programming Services,57907.0,89,2016,9,3,5,643.4111111111112,4398,42
2014-10-21,Certified-Expired,INDIA,MICHIGAN,Sr. Software Engineer,Bachelor's,Motor Vehicle Manufacturing,87152.0,142,2014,10,21,1,609.4545454545455,3341,4703
2016-09-20,Certified,INDIA,CA,Software Engineer,Master's,Custom Computer Programming Services,140000.0,100,2016,9,20,1,1386.138613861386,4398,4703
2016-06-28,Certified,CHINA,CA,Data Scientist - Advanced Analytics,Master's,Custom Computer Programming Services,115000.0,56,2016,6,28,1,2017.5438596491229,4398,750
2016-01-21,Certified,INDIA,NC,Consultant (QA Engineer),Bachelor's,Custom Computer Programming Services,98384.0,106,2016,1,21,3,919.4766355140188,4398,4703
2016-09-06,Certified,FINLAND,NY,Design Director,Bachelor's,Custom Computer Programming Services,141983.0,69,2016,9,6,1,2028.3285714285716,4398,5
2016-08-16,Certified,INDIA,RI,"Advisor, Application Development",Bachelor's,Custom Computer Programming Services,106891.0,76,2016,8,16,1,1388.1948051948052,4398,4703
2016-03-10,Certified,CHINA,NJ,Associate-Research,Master's,Custom Computer Programming Services,153546.0,103,2016,3,10,3,1476.4038461538462,4398,750
2014-06-17,Certified-Expired,INDIA,WASHINGTON,Technical Program Manager,Master's,Electronic Shopping,89700.0,140,2014,6,17,1,636.1702127659574,3341,4703
2015-05-19,Certified-Expired,INDIA,AR,Sr. Manager I - GIP,Bachelor's,Custom Computer Programming Services,151840.0,184,2015,5,19,1,820.7567567567568,3341,4703
2015-01-26,Certified,INDIA,PENNSYLVANIA,Statistical Analyst,Master's,Human Resources and Executive Search Consulting Services,75000.0,205,2015,1,26,0,364.0776699029127,4398,4703
2015-07-31,Certified-Expired,INDIA,VA,Microstrategy Developer,Master's,Custom Computer Programming Services,125757.0,168,2015,7,31,4,744.1242603550296,3341,4703
2016-08-30,Certified,GREECE,PA,Public Relations Specialist,Bachelor's,Custom Computer Programming Services,36150.0,59,2016,8,30,1,602.5,4398,14
2016-03-30,Certified,INDIA,WA,Software Engineer,Master's,Custom Computer Programming Services,103400.0,77,2016,3,30,2,1325.6410256410256,4398,4703
2014-09-03,Certified-Expired,TAIWAN,CALIFORNIA,Software Engineer,Master's,Electronic Computer Manufacturing,98927.0,148,2014,9,3,2,663.9395973154362,3341,84
2016-04-06,Certified,CHINA,OR,Cook,Master's,Custom Computer Programming Services,25600.0,103,2016,4,6,2,246.15384615384616,4398,750
2014-07-31,Certified-Expired,INDIA,CALIFORNIA,Lead ASIC Physical Design Engineer,Master's,Engineering Services,105394.0,151,2014,7,31,3,693.3815789473684,3341,4703
2016-09-21,Certified,CHINA,NY,Project Engineer,Master's,Custom Computer Programming Services,80000.0,72,2016,9,21,2,1095.890410958904,4398,750
2014-03-19,Withdrawn,MEXICO,NEW YORK,Baker,Master's,Retail Bakeries,31741.0,209,2014,3,19,2,151.14761904761906,361,173
2015-11-20,Certified,CHINA,CA,Statistical Analyst (Logistics),Master's,Custom Computer Programming Services,53186.0,188,2015,11,20,4,281.4074074074074,4398,750
2014-10-17,Certified-Expired,INDIA,WASHINGTON,Systems Administrator,Master's,Electronic Shopping,97219.0,143,2014,10,17,4,675.1319444444445,3341,4703
2016-09-28,Certified,SOUTH KOREA,VA,Sales Associate,Master's,Custom Computer Programming Services,22090.0,68,2016,9,28,2,320.1449275362319,4398,617
2016-09-23,Withdrawn,INDIA,CA,Information Systems Architect,Master's,Custom Computer Programming Services,90792.0,59,2016,9,23,4,1513.2,361,4703
2016-02-24,Certified,INDIA,MD,Software Developer,Master's,Custom Computer Programming Services,108160.0,91,2016,2,24,2,1175.6521739130435,4398,4703
2016-04-12,Certified,INDIA,TX,Molecular Biology Researcher,Master's,Custom Computer Programming Services,53643.0,97,2016,4,12,1,547.3775510204082,4398,4703
2015-10-14,Certified-Expired,SOUTH KOREA,GA,Poultry Line Worker,Master's,Custom Computer Programming Services,19718.0,159,2015,10,14,2,123.2375,3341,617
2015-10-02,Certified-Expired,INDIA,CA,Senior Hardware Engineer/Characterization,Master's,Custom Computer Programming Services,112362.0,158,2015,10,2,4,706.6792452830189,3341,4703
2016-05-09,Certified,INDIA,NJ,Web Developer/ Clarity Administrator,Bachelor's,Custom Computer Programming Services,94282.0,84,2016,5,9,0,1109.2,4398,4703
2015-11-10,Certified,TURKEY,CA,Curriculum Specialist,Master's,Custom Computer Programming Services,100838.4,153,2015,11,10,1,654.7948051948051,4398,42
2015-10-26,Certified-Expired,SOUTH KOREA,WI,General Labor,Master's,Custom Computer Programming Services,25240.0,144,2015,10,26,0,174.06896551724137,3341,617
2016-03-16,Certified,INDIA,TX,Security Analyst,Master's,Custom Computer Programming Services,77605.0,225,2016,3,16,2,343.3849557522124,4398,4703
2016-02-10,Certified,SOUTH KOREA,TX,PREP COOK,Master's,Custom Computer Programming Services,16744.0,118,2016,2,10,2,140.7058823529412,4398,617
2014-11-25,Certified,MEXICO,TEXAS,Sr. Electrical Engineer,Bachelor's,"Research and Development in the Physical, Engineering, and Life Sciences",119060.0,189,2014,11,25,1,626.6315789473684,4398,173
2015-04-22,Certified-Expired,INDIA,TX,Computer Systems Analyst - V,Bachelor's,Custom Computer Programming Services,76378.0,176,2015,4,22,2,431.5141242937853,3341,4703
2014-08-13,Certified-Expired,CANADA,ILLINOIS,Operations Manager,Bachelor's,Metal Service Centers and Other Metal Merchant Wholesalers,141066.0,161,2014,8,13,2,870.7777777777778,3341,280
2014-10-27,Certified-Expired,INDIA,MARYLAND,Technical Support Analyst,Bachelor's,Business Associations,122886.0,144,2014,10,27,0,847.4896551724138,3341,4703
2016-09-19,Certified,INDIA,MA,Software Quality Assurance Engineer / Tester (II),Master's,Custom Computer Programming Services,89500.0,58,2016,9,19,0,1516.949152542373,4398,4703
2016-10-27,Certified,UNITED KINGDOM,CA,Technical Solutions Consultant,Bachelor's,Custom Computer Programming Services,100000.0,43,2016,10,27,3,2272.7272727272725,4398,77
2015-06-24,Certified-Expired,INDIA,MI,Sr. Systems Analyst,Master's,Custom Computer Programming Services,72800.0,177,2015,6,24,2,408.9887640449438,3341,4703
2016-02-17,Certified,SOUTH KOREA,CA,Marketing Manager,Bachelor's,Custom Computer Programming Services,81078.0,104,2016,2,17,2,772.1714285714286,4398,617
2015-05-13,Certified-Expired,INDIA,NJ,IT Systems Analyst,Master's,Custom Computer Programming Services,93101.0,202,2015,5,13,2,458.6256157635468,3341,4703
2014-10-30,Certified,MEXICO,TEXAS,BILINGUAL TEACHER,Bachelor's,Elementary and Secondary Schools,48854.0,174,2014,10,30,3,279.1657142857143,4398,173
2015-10-19,Certified-Expired,CHINA,NY,Quantitative Research Analyst,Doctorate,Custom Computer Programming Services,130000.0,149,2015,10,19,0,866.6666666666666,3341,750
2016-09-23,Certified,CHINA,CT,Software Engineer,Master's,Custom Computer Programming Services,140000.0,73,2016,9,23,4,1891.891891891892,4398,750
2016-04-06,Certified,SPAIN,CA,Software Engineer,Master's,Custom Computer Programming Services,138362.0,90,2016,4,6,2,1520.4615384615386,4398,26
2015-01-30,Certified,CHINA,CALIFORNIA,Software Engineer,Master's,Computer Systems Design Services,109762.0,195,2015,1,30,4,560.0102040816327,4398,750
2015-06-30,Withdrawn,CANADA,CA,Software Engineer,Master's,Custom Computer Programming Services,149000.0,175,2015,6,30,1,846.5909090909091,361,280
2014-08-20,Certified-Expired,INDIA,CALIFORNIA,Software Engineer 3,Master's,Electronic Auctions,120000.0,135,2014,8,20,2,882.3529411764706,3341,4703
2014-10-02,Certified-Expired,INDIA,NEW JERSEY,Sr. Systems Analyst,Master's,Custom Computer Programming Services,91166.0,151,2014,10,2,3,599.7763157894736,3341,4703
2015-09-08,Certified-Expired,FRANCE,NY,Entertainment Tour Coordinator,Bachelor's,Custom Computer Programming Services,49878.0,167,2015,9,8,1,296.8928571428572,3341,67
2015-08-18,Certified-Expired,SOUTH KOREA,CA,Hardware Developer,Master's,Custom Computer Programming Services,114000.0,174,2015,8,18,1,651.4285714285714,3341,617
2013-12-10,Certified-Expired,INDIA,CALIFORNIA,Database Report Writer,Master's,General Medical and Surgical Hospitals,72633.6,300,2013,12,10,1,241.3076411960133,3341,4703
2016-05-18,Certified,INDIA,CT,Information Engineer-Business Insurance-Business Intelligence,Master's,Custom Computer Programming Services,103272.0,97,2016,5,18,2,1053.795918367347,4398,4703
2015-06-09,Certified-Expired,MEXICO,TX,In House Architect,Bachelor's,Custom Computer Programming Services,65000.0,183,2015,6,9,1,353.2608695652174,3341,173
2015-05-26,Certified-Expired,PAKISTAN,CA,Staff Systems Engineer/Advanced Wireless Communication,Doctorate,Custom Computer Programming Services,122429.0,192,2015,5,26,1,634.3471502590673,3341,63
2015-04-27,Certified-Expired,CHINA,CA,Principal Engineer,Master's,Custom Computer Programming Services,100345.0,170,2015,4,27,0,586.812865497076,3341,750
2015-06-11,Certified-Expired,INDIA,PA,AMS Associate 7,Bachelor's,Custom Computer Programming Services,103887.0,194,2015,6,11,3,532.7538461538461,3341,4703
2015-09-15,Certified-Expired,INDIA,MO,Senior Software Engineer,Master's,Custom Computer Programming Services,93517.0,167,2015,9,15,1,556.6488095238095,3341,4703
2014-08-01,Certified-Expired,INDIA,MASSACHUSETTS,Team Lead,Master's,Computer Systems Design Services,104728.0,152,2014,8,1,4,684.4967320261438,3341,4703
2014-06-04,Certified-Expired,INDIA,CALIFORNIA,Engineer Sr. Staff - Test,Bachelor's,Semiconductor and Other Electronic Component Manufacturing,139838.0,159,2014,6,4,2,873.9875,3341,4703
2016-07-08,Certified,INDIA,CO,"Applications Engineer II, Specialist",Bachelor's,Custom Computer Programming Services,114240.0,84,2016,7,8,4,1344.0,4398,4703
2015-08-14,Certified-Expired,CHINA,CA,Senior Engineer,Doctorate,Custom Computer Programming Services,120000.0,181,2015,8,14,4,659.3406593406594,3341,750
2015-01-08,Certified,CHINA,CALIFORNIA,Sr. Business Intelligence Specialist,Master's,Custom Computer Programming Services,84000.0,208,2015,1,8,3,401.9138755980861,4398,750
2015-11-23,Certified-Expired,INDIA,CA,Senior Software Engineer,Master's,Custom Computer Programming Services,133120.0,126,2015,11,23,0,1048.1889763779527,3341,4703
2014-09-25,Certified-Expired,PAKISTAN,CALIFORNIA,Mechanical Engineer (Grade 4),Master's,Engineering Services,76066.0,145,2014,9,25,3,521.0,3341,63
2014-10-01,Certified-Expired,AZERBAIJAN,TEXAS,Geophysicist,Master's,Oil and Gas Extraction,119800.0,146,2014,10,1,2,814.9659863945578,3341,3
2014-11-16,Certified,ARGENTINA,CALIFORNIA,Software Engineer,Bachelor's,Semiconductor and Other Electronic Component Manufacturing,114754.0,156,2014,11,16,6,730.9171974522293,4398,18
2016-04-20,Certified,UKRAINE,WA,Software Engineer II,Bachelor's,Custom Computer Programming Services,130950.0,78,2016,4,20,2,1657.5949367088608,4398,43
2015-07-22,Certified-Expired,CHINA,WA,Senior Designer - Applications and Services Engr Grp or Other,Bachelor's,Custom Computer Programming Services,131670.0,177,2015,7,22,2,739.7191011235955,3341,750
2015-02-12,Certified,MEXICO,NEW YORK,Regional Field Service Manager,Bachelor's,Engineering Services,127878.0,197,2015,2,12,3,645.8484848484849,4398,173
2016-02-12,Certified,INDIA,GA,Software Engineer,Master's,Custom Computer Programming Services,94000.0,118,2016,2,12,4,789.9159663865546,4398,4703
2015-06-02,Certified-Expired,INDIA,GA,"Principal Analyst, PSO, TLM/EEM",Bachelor's,Custom Computer Programming Services,91499.0,188,2015,6,2,1,484.1216931216931,3341,4703
2015-04-23,Certified-Expired,INDIA,TX,Computer Systems Analyst - II,Bachelor's,Custom Computer Programming Services,64438.0,175,2015,4,23,3,366.125,3341,4703
2014-07-14,Certified-Expired,INDIA,ILLINOIS,Systems Analyst,Master's,Custom Computer Programming Services,75400.0,147,2014,7,14,0,509.4594594594595,3341,4703
2016-02-11,Certified,INDIA,AZ,"Director, Integration - Global Manufacturing Engineering",Master's,Custom Computer Programming Services,131622.0,102,2016,2,11,3,1277.883495145631,4398,4703
2014-09-12,Certified-Expired,INDIA,VIRGINIA,Programmer Analyst,Master's,Computer Systems Design Services,105144.0,146,2014,9,12,4,715.265306122449,3341,4703
